Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiversekSet,
,,avg.dis,time,,avg.dis,time,,avg.dis,time
hardware/cnf_cbpmas_prop_10_16008_2.cnf_9.58000000.sat,,97789689.2,991.4,,96336517.6,992.4,,93488988.1,993.0
hardware/cnf_cbpmas_prop_11_16336_2.cnf_8.83000000.sat,,97460350.3,780.9,,95858910.3,781.6,,93214937.5,782.1
hardware/cnf_cbpmas_prop_12_16652_2.cnf_8.53000000.sat,,97616743.0,860.0,,95922774.3,860.3,,93214937.5,861.0
hardware/cnf_cbpmas_prop_13_16976_2.cnf_12.90000000.sat,,97669291.0,710.7,,96152590.7,711.0,,93489060.7,711.4
hardware/cnf_cbpmas_prop_14_17461_2.cnf_15.76000000.sat,,98057323.5,1057.5,,96425936.2,1058.4,,93489060.7,1058.9
hardware/cnf_cbpmas_prop_15_17791_2.cnf_8.99000000.sat,,97842482.6,1031.8,,96193600.5,1031.6,,93272481.0,1032.4
hardware/cnf_cbpmas_prop_16_18128_2.cnf_8.98000000.sat,,97868891.4,1021.9,,96196446.4,1022.4,,93272481.0,1023.1
hardware/cnf_cbpmas_prop_17_18428_2.cnf_12.10000000.sat,,97539230.9,750.5,,95808426.0,750.9,,93311859.3,751.7
hardware/cnf_cbpmas_prop_18_18898_2.cnf_13.26000000.sat,,97558649.0,725.1,,95767786.4,725.6,,93311859.3,726.4
hardware/cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat,,9160697.3,4.7,,9011986.4,4.9,,9188544.8,5.3
hardware/cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat,,96705452.0,770.4,,95153186.0,771.0,,92231989.9,771.6
hardware/cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat,,94205317.5,752.1,,92846768.3,752.5,,89183546.4,753.3
hardware/cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat,,9164872.4,4.5,,9011380.2,4.9,,9188544.8,5.1
hardware/cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat,,94570266.9,1080.4,,93094227.4,1080.6,,89183546.4,1081.1
hardware/cnf_cbpmas_prop_23_20123_2.cnf_0.00000000.sat,,9162139.1,4.9,,9017300.6,5.5,,9188544.8,5.8
hardware/cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat,,95311322.2,1073.7,,93868095.4,1074.7,,90763605.4,1075.1
hardware/cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat,,9163767.1,4.9,,9016502.6,5.3,,9188544.8,5.6
hardware/cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat,,95200960.8,808.5,,93657365.4,809.0,,90763605.4,809.7
hardware/cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat,,95841600.4,701.3,,94206893.8,701.8,,91491629.6,702.3
hardware/cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat,,95910659.3,751.0,,94260085.8,751.4,,91491629.6,751.8
hardware/cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat,,95813348.2,1074.4,,94499031.3,1074.4,,91767589.2,1075.4
hardware/cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat,,96911539.0,1090.3,,95357782.9,1090.8,,92231989.9,1091.4
hardware/cnf_cbpmas_prop_30_22919_2.cnf_12.26000000.sat,,95687039.8,952.9,,94405283.9,954.2,,91767589.2,954.8
hardware/cnf_cbpmas_prop_31_23259_2.cnf_8.05000000.sat,,96804851.2,746.1,,95252407.4,746.3,,92473049.5,747.1
hardware/cnf_cbpmas_prop_32_23540_2.cnf_8.67000000.sat,,97023801.9,1012.2,,95463016.1,1012.6,,92473049.5,1013.2
hardware/cnf_cbpmas_prop_33_23781_2.cnf_8.77000000.sat,,96892072.3,762.1,,95278949.2,763.3,,92576854.6,764.2
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,,96908461.4,799.0,,95299493.8,799.7,,92576854.6,800.6
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,,97020344.3,897.8,,95700849.1,898.4,,91925610.1,899.0
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,,96880533.9,894.0,,95712319.9,895.0,,91925610.1,895.4
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,,36598840.6,176.7,,36000660.5,176.9,,35797344.9,177.1
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,,96252777.2,993.6,,95032421.1,994.0,,91601936.4,994.4
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,,96122029.4,728.4,,94838312.5,729.4,,91601936.4,729.9
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,,97991754.5,1078.4,,96500087.5,1078.4,,93397081.8,1079.1
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,,97882013.6,789.6,,96269138.4,790.3,,93397081.8,790.9
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,,97810450.9,718.4,,96223999.7,718.9,,93618670.2,719.5
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,,97954257.3,948.5,,96413187.5,949.4,,93618670.2,950.2
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,,97838816.4,987.2,,96318037.0,987.5,,93488988.1,988.0
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,,279724438.8,1186.9,,300304924.8,1190.1,,238633537.0,1192.3
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,,300806306.5,1216.0,,284459357.2,1213.8,,265647556.2,1221.1
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,,313328684.0,1396.2,,305083191.6,1393.9,,286846574.5,1398.7
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,,302409988.0,1352.1,,335745819.2,1354.9,,287909680.5,1356.5
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,,570633482.0,1025.8,,488695054.9,2054.5,,497726037.3,2065.3
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,,473491399.2,2370.5,,434863442.5,2363.1,,413918065.2,2375.2
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,,262851223.7,1336.3,,298942097.9,1338.2,,252621343.3,1340.4
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,,375365073.3,1917.4,,396398592.0,1929.8,,352517886.7,1933.2
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,,482713019.8,1639.2,,449034679.0,1974.9,,433532997.6,1981.3
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,,392057864.3,2891.0,,377431552.2,2891.1,,361264379.9,2900.8
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,,327165483.7,1283.0,,315743569.9,1283.7,,305116499.1,1296.0
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,,213996844.5,2552.3,,228105846.1,2552.7,,171017187.3,2559.0
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,,318487087.7,2379.7,,240849270.0,2364.5,,293627435.9,2392.6
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,,355961483.8,2408.3,,217078202.0,2406.5,,307947739.6,2413.3
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,,347702872.0,1230.8,,100703741.5,1216.3,,433556463.6,1240.5
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,,374975318.2,1904.9,,345917994.3,1899.2,,326481215.0,1910.9
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,,401235805.0,728.2,,361432988.9,1451.6,,353131685.8,1459.9
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,,420790544.5,901.6,,375908530.0,1802.0,,382051395.7,1809.1
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,,164990456.9,1294.8,,163782940.4,1298.0,,124643316.2,1298.9
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,,163580125.8,1394.5,,162206651.2,1395.0,,128968378.3,1396.0
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,,7801759.9,2.4,,7777165.1,2.4,,7830195.4,2.5
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,,7805512.8,2.3,,7776275.0,2.4,,7830195.4,2.4
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,,165835405.1,1562.4,,164506673.8,1564.2,,128785106.9,1565.3
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,,206601646.3,1581.2,,205378037.9,1583.4,,146129138.8,1586.2
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,,163627563.4,1271.8,,162331941.1,1274.4,,127624168.7,1275.0
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,,198722353.5,1643.3,,197300765.0,1647.0,,146936375.8,1648.7
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,,167868300.6,1457.0,,166357152.5,1458.5,,129774510.3,1459.6
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,,7804109.7,2.1,,7767413.7,2.2,,7830471.6,2.2
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,,7806691.3,2.5,,7770093.9,2.6,,7830471.6,2.6
software/XSEngine,,2844121.2,<1,,2853120.2,<1,,2690140.1,<1
software/aaed2000,,2865819.2,<1,,2889209.7,<1,,2727860.5,<1
software/adder,,2876851.2,<1,,2859591.3,<1,,2738537.7,<1
software/adderII,,2887319.7,<1,,2891320.6,<1,,2764613.2,<1
software/aeb,,2711102.0,<1,,2719229.0,<1,,2540199.2,<1
software/aim711,,2855570.0,<1,,2837054.0,<1,,2691996.4,<1
software/aki3068net,,2729973.0,<1,,2733382.7,<1,,2589845.7,<1
software/am31_sim,,2624991.4,<1,,2630658.4,<1,,2492863.7,<1
software/asb,,2764355.4,<1,,2779652.8,<1,,2635904.9,<1
software/asb2305,,2774792.7,<1,,2773824.4,<1,,2634900.6,<1
software/assabet,,2794654.2,<1,,2819486.7,<1,,2619092.2,<1
software/at91sam7sek,,2843045.2,<1,,2841223.6,<1,,2692122.7,<1
software/at91sam7xek,,2928042.7,<1,,2910265.2,<1,,2754824.1,<1
software/atlas_mips32_4kc,,2750696.1,<1,,2746840.5,<1,,2617283.6,<1
software/atlas_mips64_5kc,,2726208.4,<1,,2727468.5,<1,,2578428.8,<1
software/axtls,,202763.6,<1,,203137.1,<1,,198119.1,<1
software/brutus,,2735814.4,<1,,2730528.8,<1,,2580411.5,<1
software/buildroot,,1370072.7,<1,,1382963.4,<1,,1373933.8,<1
software/busybox_1_28_0,,2416220.4,<1,,2434819.9,<1,,2428491.8,<1
software/calm16_ceb,,2641745.2,<1,,2636715.4,<1,,2510352.0,<1
software/calm32_ceb,,2647500.8,<1,,2658796.5,<1,,2486395.2,<1
software/ceb_v850,,2691844.7,<1,,2679766.9,<1,,2552576.5,<1
software/cerf,,2855476.4,<1,,2855121.2,<1,,2683753.6,<1
software/cerfpda,,2882859.8,<1,,2896913.7,<1,,2717435.2,<1
software/cma230,,2711542.9,<1,,2718789.9,<1,,2562777.1,<1
software/cma28x,,2711634.9,<1,,2731555.4,<1,,2570303.0,<1
software/cme555,,2840699.8,<1,,2856587.3,<1,,2718418.8,<1
software/cq7708,,2755683.3,<1,,2754969.8,<1,,2646083.8,<1
software/cq7750,,2803317.2,<1,,2808689.3,<1,,2656297.4,<1
software/csb281,,2813247.7,<1,,2803883.2,<1,,2664811.7,<1
software/dreamcast,,2791988.7,<1,,2792519.7,<1,,2664941.5,<1
software/e7t,,2850114.1,<1,,2833315.7,<1,,2679765.8,<1
software/ea2468,,2959118.4,<1,,2957635.5,<1,,2813389.1,<1
software/eb40,,2762567.6,<1,,2777224.2,<1,,2599101.5,<1
software/eb40a,,2771723.2,<1,,2772507.0,<1,,2619694.7,<1
software/eb42,,2760236.7,<1,,2752801.6,<1,,2596619.8,<1
software/eb55,,2824649.4,<1,,2851618.8,<1,,2681164.0,<1
software/ebsa285,,2830757.6,<1,,2828169.6,<1,,2663910.5,<1
software/ec555,,2857765.4,<1,,2856088.5,<1,,2708250.5,<1
software/ecos-icse11,,2808134.9,<1,,2829313.7,<1,,2700130.2,<1
software/edb7xxx,,2787084.1,<1,,2815534.2,<1,,2617949.9,<1
software/edosk2674,,2694770.1,<1,,2710498.4,<1,,2588010.1,<1
software/embtoolkit,,4112431.6,<1,,4120928.7,<1,,4032903.6,<1
software/excalibur_arm9,,2736867.9,<1,,2752755.4,<1,,2586849.2,<1
software/fads,,2680775.4,<1,,2682301.8,<1,,2536451.8,<1
software/financial,,396189.1,<1,,394117.0,<1,,350606.2,<1
software/flexanet,,2837936.7,<1,,2873450.8,<1,,2688144.8,<1
software/freebsd-icse11,,3243542.7,<1,,3224490.6,<1,,3175373.8,<1
software/frv400,,2800303.7,<1,,2809783.3,<1,,2694915.2,<1
software/gps4020,,2707969.9,<1,,2714018.1,<1,,2562431.2,<1
software/grg,,2799811.2,<1,,2806727.2,<1,,2644604.5,<1
software/h8300h_sim,,2660163.8,<1,,2678792.5,<1,,2520521.9,<1
software/h8max,,2714186.6,<1,,2713083.1,<1,,2574722.2,<1
software/h8s_sim,,2660711.3,<1,,2672966.7,<1,,2524086.0,<1
software/hs7729pci,,2906183.9,<1,,2901416.5,<1,,2774692.0,<1
software/innovator,,2813300.8,<1,,2819215.7,<1,,2662337.5,<1
software/integrator_arm7,,2815263.2,<1,,2855072.5,<1,,2691430.2,<1
software/integrator_arm9,,2825877.4,<1,,2846592.0,<1,,2671033.0,<1
software/ipaq,,2771056.6,<1,,2793250.0,<1,,2620620.2,<1
software/iq80310,,2844313.0,<1,,2838842.2,<1,,2682484.2,<1
software/iq80321,,2832340.1,<1,,2841002.9,<1,,2670768.8,<1
software/ixdp425,,2810161.6,<1,,2823600.5,<1,,2645305.5,<1
software/jmr3904,,2696813.9,<1,,2709189.4,<1,,2551387.3,<1
software/jtst,,2785634.2,<1,,2784350.1,<1,,2615326.3,<1
software/linux,,2736228.6,<1,,2724247.3,<1,,2571274.1,<1
software/lpcmt,,2792116.8,<1,,2795569.1,<1,,2644784.5,<1
software/m5272c3,,2990088.8,<1,,2958782.3,<1,,2826463.7,<1
software/mac7100evb,,2761837.6,<1,,2775635.6,<1,,2626594.3,<1
software/mace1,,2777192.3,<1,,2777142.5,<1,,2611594.5,<1
software/malta_mips32_4kc,,2782893.7,<1,,2784808.9,<1,,2648809.2,<1
software/malta_mips64_5kc,,2788300.9,<1,,2782065.3,<1,,2632774.2,<1
software/mb93091,,2836859.9,<1,,2819451.2,<1,,2681327.3,<1
software/mb93093,,2799076.7,<1,,2792347.9,<1,,2657177.4,<1
software/mbx,,2951143.0,<1,,2933736.5,<1,,2777416.1,<1
software/mcb2100,,2789160.0,<1,,2807206.3,<1,,2655910.2,<1
software/moab,,2893094.6,<1,,2898614.4,<1,,2739169.3,<1
software/mpc50,,2714247.6,<1,,2728776.0,<1,,2557621.4,<1
software/nano,,2853092.1,<1,,2883917.2,<1,,2683515.0,<1
software/npwr,,2842257.6,<1,,2835376.2,<1,,2679420.5,<1
software/ocelot,,2852120.1,<1,,2849477.5,<1,,2701651.5,<1
software/olpce2294,,2883931.0,<1,,2864364.7,<1,,2685537.8,<1
software/olpch2294,,2811890.6,<1,,2813835.8,<1,,2646257.3,<1
software/olpcl2294,,2867149.7,<1,,2844201.0,<1,,2703151.9,<1
software/p2106,,2800280.6,<1,,2782747.2,<1,,2643838.8,<1
software/pati,,2814568.8,<1,,2815527.7,<1,,2685099.4,<1
software/pc_i82544,,2831047.3,<1,,2844686.1,<1,,2695838.5,<1
software/pc_i82559,,2834373.0,<1,,2845043.2,<1,,2706938.8,<1
software/pc_rltk8139,,2862325.4,<1,,2859224.5,<1,,2710753.8,<1
software/pc_usb_d12,,2876892.2,<1,,2888426.4,<1,,2730211.2,<1
software/pc_vmWare,,2824691.0,<1,,2847068.4,<1,,2693635.5,<1
software/phycore,,2843942.1,<1,,2849913.2,<1,,2705804.8,<1
software/phycore229x,,2951898.1,<1,,2958782.7,<1,,2784215.1,<1
software/picasso,,2781517.8,<1,,2789703.6,<1,,2661683.3,<1
software/pid,,2743566.6,<1,,2733882.0,<1,,2607063.5,<1
software/prpmc1100,,2745187.1,<1,,2727543.5,<1,,2580874.5,<1
software/psim,,2674877.4,<1,,2665313.3,<1,,2535052.5,<1
software/rattler,,3014033.3,<1,,2986250.9,<1,,2871062.2,<1
software/ref4955,,2729031.2,<1,,2754402.5,<1,,2618221.7,<1
software/refidt334,,2881608.7,<1,,2884737.4,<1,,2714658.2,<1
software/sa1100mm,,2730266.4,<1,,2746661.9,<1,,2608285.8,<1
software/sam7ex256,,2917768.2,<1,,2928685.2,<1,,2757666.2,<1
software/se7751,,2886300.1,<1,,2894052.4,<1,,2753011.2,<1
software/sh4_202_md,,2832656.4,<1,,2840040.8,<1,,2674755.6,<1
software/sh7708,,2782033.2,<1,,2788815.7,<1,,2622502.7,<1
software/skmb91302,,2745799.6,<1,,2729290.5,<1,,2588329.4,<1
software/sleb,,2678605.8,<1,,2699211.1,<1,,2555462.6,<1
software/smdk2410,,2822941.1,<1,,2834581.8,<1,,2677920.2,<1
software/snds,,2740406.7,<1,,2725050.3,<1,,2584157.9,<1
software/sparc_erc32,,2636644.2,<1,,2651285.9,<1,,2516000.5,<1
software/sparc_leon,,2648194.0,<1,,2635798.9,<1,,2508927.2,<1
software/sparclite_sim,,2643537.2,<1,,2651476.1,<1,,2509114.5,<1
software/stb,,2803743.1,<1,,2831803.8,<1,,2659456.6,<1
software/stdeval1,,2684988.8,<1,,2685008.0,<1,,2549314.9,<1
software/stm3210e_eval,,2861536.1,<1,,2882027.7,<1,,2723083.1,<1
software/toybox,,437435.2,<1,,437451.7,<1,,437377.5,<1
software/ts1000,,2948698.1,<1,,2939137.9,<1,,2813733.0,<1
software/ts6,,2822922.1,<1,,2821671.3,<1,,2673703.9,<1
software/tx39_sim,,2649150.7,<1,,2652135.6,<1,,2524590.8,<1
software/uClinux,,1515000.0,<1,,1515000.0,<1,,1515000.0,<1
software/uClinux-config,,12947484.6,13.7,,12978249.5,14.0,,12511840.6,14.3
software/uE250,,2791252.0,<1,,2792047.1,<1,,2633241.2,<1
software/vads,,2819879.1,<1,,2823516.6,<1,,2663085.9,<1
software/viper,,2959415.0,<1,,2947528.6,<1,,2803288.5,<1
software/vrc4373,,2804399.9,<1,,2802556.1,<1,,2666169.5,<1
software/vrc4375,,2859048.0,<1,,2840030.5,<1,,2694813.8,<1
